transcript	l_tr	l_utr5	l_cds	l_utr3
ENST00000375352	1303	81	585	637
ENST00000393147	2758	355	2403	0
ENST00000377197	844	63	690	91
ENST00000380473	1523	60	870	593
ENST00000376747	4850	89	4551	210
ENST00000396821	4791	100	2196	2495
ENST00000381033	2603	139	852	1612
ENST00000395209	7282	527	2874	3881
ENST00000389614	922	19	573	330
ENST00000376296	3651	241	1701	1709
ENST00000378397	936	0	936	0
ENST00000383836	8923	695	3300	4928
ENST00000381967	3211	47	1839	1325
ENST00000379957	2856	127	1476	1253
ENST00000375599	1574	441	777	356
ENST00000382100	9213	403	2622	6188
ENST00000377205	3734	97	840	2797
ENST00000377782	1632	68	1281	283
ENST00000381623	820	52	594	174
ENST00000394894	3095	112	2673	310
ENST00000375651	2400	214	1926	260
ENST00000379660	2137	450	1206	481
ENST00000393084	1276	68	942	266
ENST00000375832	1023	41	894	88
ENST00000377838	4594	168	3732	694
ENST00000396578	8038	103	5013	2922
ENST00000378217	1767	187	957	623
ENST00000379416	5715	76	4002	1637
ENST00000396720	5739	194	4683	862
ENST00000380752	7343	387	1890	5066
ENST00000382374	1885	22	1305	558
ENST00000379719	6162	112	3117	2933
ENST00000382082	2178	230	1638	310
ENST00000377575	1943	216	273	1454
ENST00000380698	4143	119	1131	2893
ENST00000376705	8536	756	1416	6364
ENST00000381003	1519	111	999	409
ENST00000377791	519	61	393	65
ENST00000377871	2151	267	1692	192
ENST00000388825	1603	64	681	858
ENST00000381962	2528	15	414	2099
ENST00000396396	3626	517	1704	1405
ENST00000377024	1495	96	486	913
ENST00000395125	5806	23	3237	2546
ENST00000396211	1587	71	1491	25
ENST00000375695	2875	153	2505	217
ENST00000379649	846	187	312	347
ENST00000380562	2240	47	2193	0
ENST00000375859	4459	253	789	3417
ENST00000377710	2231	183	1035	1013
ENST00000378719	2751	102	1452	1197
ENST00000377833	11927	46	10872	1009
ENST00000380739	2476	60	1140	1276
ENST00000381519	643	85	462	96
ENST00000377755	1831	53	1296	482
ENST00000394904	4123	17	1773	2333
ENST00000377669	10832	222	1209	9401
ENST00000381125	2626	48	2355	223
ENST00000389982	1191	82	612	497
ENST00000375248	4703	192	4101	410
ENST00000391835	3075	1373	831	871
ENST00000376371	1801	428	1101	272
ENST00000379687	6528	34	2049	4445
ENST00000375807	3481	77	2565	839
ENST00000395737	4213	232	447	3534
ENST00000377930	1847	233	666	948
ENST00000375527	1963	270	1380	313
ENST00000381007	5448	215	915	4318
ENST00000397033	6781	269	3099	3413
ENST00000382998	4407	257	1803	2347
ENST00000380009	3365	178	1611	1576
ENST00000381434	2641	13	813	1815
ENST00000380842	1338	55	426	857
ENST00000381761	1755	11	1605	139
ENST00000394052	2703	78	888	1737
ENST00000380518	5059	155	4464	440
ENST00000394014	1092	60	606	426
ENST00000377049	914	193	318	403
ENST00000389044	6405	169	6123	113
ENST00000379751	2890	257	1800	833
ENST00000376663	3540	617	981	1942
ENST00000395891	9453	557	4821	4075
ENST00000397163	3315	305	2466	544
ENST00000389658	9642	77	9228	337
ENST00000375499	1015	13	843	159
ENST00000381059	967	219	621	127
ENST00000378402	19969	120	12732	7117
ENST00000394835	5132	192	4512	428
ENST00000382353	4530	840	627	3063
ENST00000378875	973	6	801	166
ENST00000381627	928	136	558	234
ENST00000379516	6479	24	1560	4895
ENST00000396478	3117	107	1755	1255
ENST00000394140	7233	35	831	6367
ENST00000379079	2466	274	909	1283
ENST00000380629	3452	77	660	2715
ENST00000376673	4632	840	1122	2670
ENST00000395761	1174	78	324	772
ENST00000380216	939	6	570	363
ENST00000379236	1075	26	834	215
ENST00000378079	2303	201	1359	743
ENST00000382226	5009	109	1809	3091
ENST00000395925	8405	281	4743	3381
ENST00000396554	3806	341	2331	1134
ENST00000379561	5779	429	1968	3382
ENST00000375550	4324	286	1266	2772
ENST00000396324	6847	88	5940	819
ENST00000378533	1846	79	1395	372
ENST00000377981	939	0	939	0
ENST00000375749	5226	62	1167	3997
ENST00000375353	6117	44	981	5092
ENST00000378069	2570	151	1563	856
ENST00000393775	3523	264	1296	1963
ENST00000395699	9232	182	939	8111
ENST00000390675	1021	72	930	19
ENST00000381032	1175	307	741	127
ENST00000397168	1457	237	1092	128
ENST00000375446	1237	34	459	744
ENST00000392668	5139	85	1458	3596
ENST00000381733	2512	197	1236	1079
ENST00000380525	2737	56	2496	185
ENST00000392678	1264	429	708	127
ENST00000382247	4547	1060	651	2836
ENST00000394412	4567	93	4032	442
ENST00000380821	5680	176	1236	4268
ENST00000397061	3103	140	1128	1835
ENST00000390665	2378	216	1728	434
ENST00000421806	16001	505	4674	10822
ENST00000409867	1564	247	777	540
ENST00000428343	2140	529	1422	189
ENST00000432835	946	346	600	0
ENST00000414069	3128	112	456	2560
ENST00000421798	2238	281	1200	757
ENST00000428675	6696	507	3288	2901
ENST00000397801	4528	146	4161	221
ENST00000398919	1868	295	1461	112
ENST00000397910	43816	204	43524	88
ENST00000417647	1905	80	1674	151
ENST00000427587	2397	56	993	1348
ENST00000409379	4531	26	4137	368
ENST00000416841	3746	2411	642	693
ENST00000422365	5074	149	2046	2879
ENST00000425690	5792	187	1254	4351
ENST00000422643	3436	179	3069	188
ENST00000420022	1718	1174	462	82
ENST00000429967	3224	326	234	2664
ENST00000431975	3150	297	1047	1806
ENST00000400889	2423	874	450	1099
ENST00000410006	921	127	729	65
ENST00000427926	5518	78	4923	517
ENST00000427331	4980	163	3081	1736
ENST00000419291	1272	12	837	423
ENST00000422452	12891	64	8199	4628
ENST00000409548	3699	127	2214	1358
ENST00000407847	9147	294	1788	7065
ENST00000427363	4873	295	2832	1746
ENST00000417945	1593	0	1593	0
ENST00000413366	8964	239	2019	6706
ENST00000418316	942	0	942	0
ENST00000425611	2269	479	615	1175
ENST00000399151	7685	85	6897	703
ENST00000409149	1621	292	1221	108
ENST00000409299	5690	103	639	4948
ENST00000400454	8571	497	6039	2035
ENST00000400085	3377	116	903	2358
ENST00000424340	3801	279	3402	120
ENST00000397609	4388	35	1302	3051
ENST00000398600	3470	1025	1989	456
ENST00000398020	1696	140	855	701
ENST00000413199	2791	272	789	1730
ENST00000417717	4589	971	2388	1230
ENST00000409543	1031	87	717	227
ENST00000422725	2124	120	681	1323
ENST00000431316	1232	115	786	331
ENST00000397542	3359	53	2538	768
ENST00000423059	10655	252	4974	5429
ENST00000423738	7424	202	6873	349
ENST00000399518	5266	487	2607	2172
ENST00000398238	3983	107	2235	1641
ENST00000428849	2391	163	2022	206
ENST00000417961	6309	210	1794	4305
ENST00000416516	5344	491	1947	2906
ENST00000400156	3644	282	903	2459
ENST00000409960	1032	47	513	472
ENST00000401675	691	68	450	173
ENST00000409223	3780	161	1737	1882
ENST00000398805	3174	56	1257	1861
ENST00000422514	970	21	471	478
ENST00000429154	4104	219	1425	2460
ENST00000407431	2974	374	2514	86
ENST00000412723	2688	147	1740	801
ENST00000398462	551	39	402	110
ENST00000399134	1979	242	906	831
ENST00000397872	2676	335	2052	289
ENST00000398536	1403	34	498	871
ENST00000408949	1046	60	933	53
ENST00000409685	2582	339	1368	875
ENST00000399391	9984	0	8778	1206
ENST00000433034	926	5	564	357
ENST00000422689	2258	43	1734	481
ENST00000401061	5049	33	849	4167
ENST00000421030	4343	292	3972	79
ENST00000421812	5579	613	1638	3328
ENST00000409535	9776	125	4404	5247
ENST00000413601	1215	297	354	564
ENST00000420470	5457	146	2334	2977
ENST00000409652	10065	225	1032	8808
ENST00000422945	4481	96	1668	2717
ENST00000400577	1955	30	846	1079
ENST00000409284	6960	118	1959	4883
ENST00000414822	1936	282	951	703
ENST00000424526	8639	271	5772	2596
ENST00000422063	1539	0	1539	0
ENST00000400324	4745	162	3582	1001
ENST00000406071	4758	316	2673	1769
ENST00000410012	1792	211	1206	375
ENST00000426426	2775	75	330	2370
ENST00000429849	1022	95	810	117
ENST00000423855	2144	372	1554	218
ENST00000420869	2146	609	1359	178
ENST00000430385	2583	201	1932	450
ENST00000409806	5744	272	1584	3888
ENST00000414262	842	250	228	364
ENST00000419165	1666	1117	138	411
ENST00000418115	1805	159	582	1064
ENST00000413302	3687	148	1326	2213
ENST00000430082	2246	212	2034	0
ENST00000408991	742	121	390	231
ENST00000404716	1247	255	633	359
ENST00000411850	2390	125	1482	783
ENST00000399889	882	58	528	296
ENST00000425570	3547	464	2094	989
ENST00000407418	6052	26	1239	4787
ENST00000402357	2524	40	399	2085
ENST00000428771	1040	199	744	97
ENST00000402198	6931	539	4329	2063
ENST00000415585	2074	58	1794	222
ENST00000400752	3116	58	504	2554
ENST00000422959	3525	202	2256	1067
ENST00000398477	733	19	372	342
ENST00000399396	2872	108	2259	505
ENST00000425368	2476	127	2295	54
ENST00000433688	5716	153	2037	3526
ENST00000433139	2254	132	558	1564
ENST00000398531	1173	25	609	539
ENST00000397983	3396	60	1308	2028
ENST00000402010	4547	397	2367	1783
ENST00000405578	1083	11	696	376
ENST00000398290	1353	0	1353	0
ENST00000397299	1409	33	951	425
ENST00000400919	1413	26	570	817
ENST00000410017	2051	110	837	1104
ENST00000408955	954	0	954	0
ENST00000424542	2160	104	1014	1042
ENST00000416109	4603	19	4392	192
ENST00000419743	1675	49	1533	93
ENST00000398052	2372	500	1737	135
ENST00000423479	2478	91	2103	284
ENST00000397786	10461	73	6525	3863
ENST00000417256	1298	259	867	172
ENST00000425354	2917	445	1365	1107
ENST00000432233	1390	147	900	343
ENST00000409817	1895	304	1071	520
ENST00000426955	4120	100	3729	291
ENST00000409110	1596	235	1218	143
ENST00000417564	7350	241	4716	2393
ENST00000404125	7250	209	5532	1509
ENST00000409792	8541	189	7695	657
ENST00000432074	1048	160	615	273
ENST00000400382	2630	763	1710	157
ENST00000409155	3129	148	993	1988
ENST00000419308	2538	294	1392	852
ENST00000406855	1063	19	720	324
ENST00000410111	2689	80	2277	332
ENST00000418390	5154	271	2397	2486
ENST00000407951	2222	193	1650	379
ENST00000398468	2433	93	756	1584
ENST00000419735	5707	41	2586	3080
ENST00000397356	2619	38	927	1654
ENST00000421801	855	294	441	120
ENST00000419127	2317	82	2154	81
ENST00000422976	1153	42	1011	100
ENST00000409241	1808	93	1671	44
ENST00000428136	5109	36	2412	2661
ENST00000421351	4198	79	582	3537
ENST00000432261	3149	0	510	2639
ENST00000413119	1760	301	912	547
ENST00000430154	903	0	903	0
ENST00000407654	1453	83	1047	323
ENST00000409006	931	156	663	112
ENST00000428845	1161	46	927	188
ENST00000397350	4553	327	933	3293
ENST00000398743	2196	300	1530	366
ENST00000398864	5099	26	1554	3519
ENST00000400677	1917	225	1047	645
ENST00000403458	1266	157	954	155
ENST00000403897	3792	112	2055	1625
ENST00000430479	6459	388	1434	4637
ENST00000397778	2544	172	816	1556
ENST00000397457	2659	13	564	2082
ENST00000427624	2038	323	1596	119
ENST00000397911	1286	79	879	328
ENST00000408937	6443	374	2223	3846
ENST00000401088	3480	16	459	3005
ENST00000408945	2102	202	420	1480
ENST00000409031	4896	1149	2601	1146
ENST00000399332	9445	799	7833	813
ENST00000401833	1920	264	954	702
ENST00000407122	2139	237	1761	141
ENST00000397558	3055	0	1722	1333
ENST00000424881	4666	220	1581	2865
ENST00000419573	6294	275	3822	2197
ENST00000433834	1462	385	906	171
ENST00000427683	1052	63	624	365
ENST00000422652	3044	289	2139	616
ENST00000426077	5922	424	1053	4445
ENST00000404992	4105	407	3216	482
ENST00000432680	4374	277	2997	1100
ENST00000403564	764	142	585	37
ENST00000414645	6197	99	2172	3926
ENST00000428314	6715	53	6351	311
ENST00000408916	924	0	924	0
ENST00000431388	565	46	225	294
ENST00000397907	410	48	291	71
ENST00000428192	1296	323	816	157
ENST00000417996	2319	75	1887	357
ENST00000409080	5686	203	3276	2207
ENST00000427939	2087	12	1857	218
ENST00000425164	1266	14	711	541
ENST00000431473	10577	143	1176	9258
ENST00000405303	4521	14	1704	2803
ENST00000409414	1296	487	555	254
ENST00000400345	8633	435	2928	5270
ENST00000414487	1560	61	279	1220
ENST00000429565	1570	113	1239	218
ENST00000418388	2827	515	420	1892
ENST00000398146	6926	223	5271	1432
ENST00000420696	7087	639	1293	5155
ENST00000399429	4297	161	3378	758
ENST00000403903	2303	1199	816	288
ENST00000423811	3045	199	1251	1595
ENST00000409012	2659	30	2136	493
ENST00000424439	2096	648	372	1076
ENST00000417535	1955	194	1305	456
ENST00000425432	1987	415	1239	333
ENST00000421138	2572	230	1950	392
ENST00000429604	4336	416	2457	1463
ENST00000397932	5216	13	4662	541
ENST00000399820	4395	29	4029	337
ENST00000433765	1511	51	1440	20
ENST00000402038	4128	136	2931	1061
ENST00000431232	3672	157	2316	1199
ENST00000399598	4971	25	996	3950
ENST00000424830	1334	45	756	533
ENST00000422435	5519	317	4914	288
ENST00000405617	4147	145	1077	2925
ENST00000427217	1578	147	1119	312
ENST00000404816	6502	372	5166	964
ENST00000405858	5075	566	2094	2415
ENST00000421176	4336	201	1782	2353
ENST00000409520	1814	45	1518	251
ENST00000411851	1494	214	1224	56
ENST00000412278	1566	95	1020	451
ENST00000409911	2976	224	1776	976
ENST00000433363	3231	36	1707	1488
ENST00000407597	5571	343	1734	3494
ENST00000402252	1346	26	1041	279
ENST00000405094	5446	114	1785	3547
ENST00000425225	1368	14	1164	190
ENST00000418425	2123	19	1122	982
ENST00000409474	2408	158	1914	336
ENST00000397902	2016	414	1602	0
ENST00000400999	890	67	708	115
ENST00000425538	8565	299	2961	5305
ENST00000405975	6091	132	5862	97
ENST00000400613	2687	580	720	1387
ENST00000397762	2914	87	651	2176
ENST00000408903	8295	39	3060	5196
ENST00000400359	4317	7	3447	863
ENST00000398530	1021	38	471	512
ENST00000429584	2754	498	1119	1137
ENST00000400794	4134	134	2784	1216
ENST00000398291	1239	138	1065	36
ENST00000433368	2205	70	807	1328
ENST00000400809	3112	29	1563	1520
ENST00000400288	4031	132	3729	170
ENST00000412157	1140	366	756	18
ENST00000408898	1014	38	933	43
ENST00000404760	4550	30	3570	950
ENST00000413580	2173	418	879	876
ENST00000399742	1054	50	828	176
ENST00000398814	2750	394	2268	88
ENST00000407249	2677	112	2388	177
ENST00000413692	5700	144	2895	2661
ENST00000409886	7215	125	5277	1813
ENST00000398631	5401	165	2826	2410
ENST00000404929	3777	19	2151	1607
ENST00000409959	5006	38	4833	135
ENST00000409204	4778	364	2856	1558
ENST00000415868	5099	63	1887	3149
ENST00000422265	2990	206	1155	1629
ENST00000425217	17008	55	2766	14187
ENST00000398606	741	32	633	76
ENST00000427231	26191	192	25578	421
ENST00000409642	1345	169	624	552
ENST00000406427	4675	205	4029	441
ENST00000402918	8370	795	2463	5112
ENST00000413266	2671	0	2451	220
ENST00000406226	5614	195	2208	3211
ENST00000423656	5946	130	4524	1292
ENST00000420398	527	82	354	91
ENST00000405941	654	65	432	157
ENST00000418842	1124	99	543	482
ENST00000399302	9271	267	5208	3796
ENST00000407598	4734	195	1848	2691
ENST00000425719	1607	20	1068	519
ENST00000408907	1849	14	903	932
ENST00000409190	3503	110	1449	1944
ENST00000429243	1105	79	447	579
ENST00000420504	2553	158	924	1471
ENST00000426406	939	0	939	0
ENST00000407877	1786	129	1056	601
ENST00000413767	980	49	570	361
ENST00000403821	3347	297	3033	17
ENST00000433197	7895	115	2934	4846
ENST00000402696	20166	48	2097	18021
ENST00000427954	2251	43	1923	285
ENST00000428041	3256	855	804	1597
ENST00000424266	3184	162	459	2563
ENST00000402939	4389	0	4389	0
ENST00000406189	4142	361	1980	1801
ENST00000433866	8649	99	231	8319
ENST00000423632	469	31	213	225
ENST00000406487	1573	132	1008	433
ENST00000427569	1320	14	1239	67
ENST00000398664	2029	635	375	1019
ENST00000423313	4548	520	300	3728
ENST00000401804	3232	139	3093	0
ENST00000431717	2054	73	753	1228
ENST00000432196	3203	70	1377	1756
ENST00000429602	3305	85	2676	544
ENST00000418063	3744	133	1806	1805
ENST00000421388	5506	551	1608	3347
ENST00000403951	6917	420	2415	4082
ENST00000424014	2397	129	918	1350
ENST00000404488	1577	135	1209	233
ENST00000407149	1707	187	915	605
ENST00000397572	2532	43	312	2177
ENST00000399395	1206	7	882	317
ENST00000425699	4017	88	879	3050
ENST00000409573	5892	61	876	4955
ENST00000415613	2331	0	2331	0
ENST00000431635	1503	149	1086	268
ENST00000398955	1224	67	723	434
ENST00000399609	4214	13	1422	2779
ENST00000407426	3506	32	2034	1440
ENST00000431078	5284	364	3921	999
ENST00000427980	7896	308	2070	5518
ENST00000413453	1579	192	1254	133
ENST00000428368	6951	887	3561	2503
ENST00000419234	3996	164	1779	2053
ENST00000400299	694	63	438	193
ENST00000409085	21157	399	2886	17872
ENST00000418647	3387	284	2751	352
ENST00000419717	1806	93	1140	573
ENST00000406524	3039	24	2676	339
ENST00000398000	4631	50	1302	3279
ENST00000409709	7483	290	6648	545
ENST00000409774	3905	67	858	2980
ENST00000431736	6061	72	3222	2767
ENST00000415950	4780	351	807	3622
ENST00000401041	5456	39	1698	3719
ENST00000408979	957	0	957	0
ENST00000397995	853	131	444	278
ENST00000427177	3733	37	1761	1935
ENST00000409757	4947	143	2082	2722
ENST00000413384	4119	237	3726	156
ENST00000409232	2235	62	1362	811
ENST00000399044	1048	20	846	182
ENST00000424383	3845	487	2487	871
ENST00000425534	9978	35	675	9268
ENST00000403058	2316	143	2076	97
ENST00000431067	759	36	606	117
ENST00000433428	856	96	579	181
ENST00000417606	2411	34	2148	229
ENST00000404286	1826	16	1683	127
ENST00000412168	1587	133	666	788
ENST00000428638	4242	18	2670	1554
ENST00000403714	7486	237	2454	4795
ENST00000403245	5155	123	4212	820
ENST00000409979	2089	270	1755	64
ENST00000400183	5379	412	3378	1589
ENST00000428135	6357	199	2874	3284
ENST00000397821	4728	290	1998	2440
ENST00000402538	4738	652	2073	2013
ENST00000431365	1089	57	429	603
ENST00000418971	1595	211	858	526
ENST00000405093	5940	67	5820	53
ENST00000415858	1298	259	867	172
ENST00000426216	4361	17	3444	900
ENST00000398594	4775	183	2790	1802
ENST00000409020	1689	308	1134	247
ENST00000433060	8980	156	2871	5953
ENST00000399988	1682	143	975	564
ENST00000409237	2591	0	1686	905
ENST00000409195	12682	96	10650	1936
ENST00000398786	4730	102	402	4226
ENST00000430566	2107	56	738	1313
ENST00000423312	6889	136	5649	1104
ENST00000410005	961	0	756	205
ENST00000397956	1634	199	1128	307
ENST00000413830	2681	64	465	2152
ENST00000409418	4710	441	2223	2046
ENST00000411651	1921	161	426	1334
ENST00000419474	9296	472	7719	1105
ENST00000425394	4592	321	3609	662
ENST00000432825	4702	176	2871	1655
ENST00000400521	1941	15	1575	351
ENST00000420162	779	29	567	183
ENST00000412090	1118	44	534	540
ENST00000428084	8353	261	5928	2164
ENST00000431350	5723	465	2301	2957
ENST00000429084	1836	158	1383	295
ENST00000417307	2704	246	246	2212
ENST00000424785	2876	101	669	2106
ENST00000398988	7237	445	2289	4503
ENST00000407991	4037	574	1590	1873
ENST00000399187	2031	241	1572	218
ENST00000407818	7958	267	2235	5456
ENST00000430157	572	94	387	91
ENST00000409644	6982	256	5826	900
ENST00000423661	681	374	180	127
ENST00000400664	5045	52	2334	2659
ENST00000403843	1670	78	1575	17
ENST00000418107	1348	221	792	335
ENST00000409202	2969	389	1941	639
ENST00000431474	2096	371	1602	123
ENST00000402034	3392	0	1194	2198
ENST00000409413	2245	307	1716	222
ENST00000398246	3618	106	2322	1190
ENST00000409785	7500	291	1146	6063
ENST00000432792	1850	570	660	620
ENST00000415922	4811	640	1209	2962
ENST00000400405	7075	124	810	6141
ENST00000397764	1011	150	180	681
ENST00000412172	3135	45	2499	591
ENST00000397843	10326	831	4635	4860
ENST00000418458	1933	61	1650	222
ENST00000398868	6899	41	1626	5232
ENST00000404895	9149	310	2862	5977
ENST00000409057	4980	3	4905	72
ENST00000431932	5875	209	5592	74
ENST00000403477	1950	20	1548	382
ENST00000411528	1006	53	480	473
ENST00000409134	4765	21	1620	3124
ENST00000405356	3967	235	2130	1602
ENST00000429027	4797	67	3849	881
ENST00000429591	4358	807	1332	2219
ENST00000399685	899	78	717	104
ENST00000403290	2787	396	1881	510
ENST00000414144	3008	253	1188	1567
ENST00000420702	1789	390	1158	241
ENST00000409261	7608	377	5730	1501
ENST00000398215	769	54	618	97
ENST00000400191	10816	18	3168	7630
ENST00000415430	3236	161	1272	1803
ENST00000415673	2656	77	1743	836
ENST00000398250	3458	79	816	2563
ENST00000426739	4607	310	2103	2194
ENST00000405863	3265	1257	816	1192
ENST00000399878	4543	152	3399	992
ENST00000430267	1399	0	1023	376
ENST00000423947	5504	237	2796	2471
ENST00000398960	2782	100	2292	390
ENST00000397463	3458	273	426	2759
ENST00000416247	4887	480	276	4131
ENST00000422359	1208	38	1101	69
ENST00000422843	4508	138	1863	2507
ENST00000418543	1450	342	948	160
ENST00000425528	5051	294	2694	2063
ENST00000408965	1252	44	810	398
ENST00000397283	3760	234	894	2632
ENST00000402135	1698	37	1143	518
ENST00000425876	1582	88	918	576
ENST00000430297	4556	78	1632	2846
ENST00000405844	4274	921	540	2813
ENST00000422774	12498	120	5853	6525
ENST00000421852	2805	74	795	1936
ENST00000397748	1955	44	1719	192
ENST00000416469	691	367	324	0
ENST00000433627	3424	75	1392	1957
ENST00000419304	1697	72	528	1097
ENST00000415919	2465	701	1437	327
ENST00000421922	1415	100	726	589
ENST00000397332	3256	125	1185	1946
ENST00000398844	6389	292	3282	2815
ENST00000400552	267	0	267	0
ENST00000414264	735	226	141	368
ENST00000399903	3353	408	2409	536
ENST00000405256	5268	3	1872	3393
ENST00000407689	1501	8	990	503
ENST00000399464	5207	23	4689	495
ENST00000423828	3254	328	888	2038
ENST00000417563	812	184	534	94
ENST00000400585	9652	438	3903	5311
ENST00000407073	9512	997	4485	4030
ENST00000416849	2505	538	1743	224
ENST00000430524	1221	81	837	303
ENST00000406217	1173	79	1077	17
ENST00000409122	4610	146	2859	1605
ENST00000427060	1914	78	951	885
ENST00000431877	5308	337	3780	1191
ENST00000409975	2172	1130	831	211
ENST00000404795	3080	336	1629	1115
ENST00000403662	4853	222	2694	1937
ENST00000402377	6497	142	1938	4417
ENST00000409255	769	26	657	86
ENST00000419880	2315	0	576	1739
ENST00000398706	6062	255	5529	278
ENST00000405315	2406	72	1386	948
ENST00000406438	8297	497	2814	4986
ENST00000405159	2865	65	624	2176
ENST00000418988	1266	328	810	128
ENST00000423958	1035	0	1035	0
ENST00000399132	7713	546	1965	5202
ENST00000427130	3371	188	2847	336
ENST00000413817	4891	24	1758	3109
ENST00000398800	4300	85	2613	1602
ENST00000421673	8016	63	7320	633
ENST00000409885	601	53	471	77
ENST00000416569	4327	494	1926	1907
ENST00000400375	1215	45	849	321
ENST00000405399	1165	285	516	364
ENST00000398458	1457	39	1047	371
ENST00000403359	4760	778	2784	1198
ENST00000426333	4326	81	2919	1326
ENST00000400365	873	30	738	105
ENST00000399564	5280	490	4758	32
ENST00000428649	4256	62	4044	150
ENST00000416274	1964	267	1041	656
ENST00000429985	559	187	114	258
ENST00000398712	1348	20	1164	164
ENST00000408922	1055	68	936	51
ENST00000397366	969	95	627	247
ENST00000404537	6105	307	5691	107
ENST00000427575	1763	186	909	668
ENST00000398399	10438	406	981	9051
ENST00000426705	1928	145	1545	238
ENST00000403625	10711	295	7872	2544
ENST00000409678	2223	278	1491	454
ENST00000398453	1062	178	294	590
ENST00000401445	1372	109	882	381
ENST00000397270	828	59	603	166
ENST00000432648	2688	105	579	2004
ENST00000409606	3673	319	3303	51
ENST00000397747	2432	287	822	1323
ENST00000405018	4022	274	2217	1531
ENST00000401533	4164	133	2625	1406
ENST00000404914	2797	22	1182	1593
ENST00000400485	4224	68	2820	1336
ENST00000425248	3134	80	2616	438
ENST00000406875	15329	375	3597	11357
ENST00000423158	1341	217	813	311
ENST00000397820	1210	94	693	423
ENST00000398780	443	60	324	59
ENST00000433076	577	41	489	47
ENST00000398585	3240	61	1590	1589
ENST00000400159	666	105	522	39
ENST00000401756	1023	76	603	344
ENST00000398881	565	4	225	336
ENST00000409021	2969	444	2496	29
ENST00000414716	6727	273	4665	1789
ENST00000428559	1644	52	957	635
ENST00000409999	721	82	480	159
ENST00000399635	1315	92	1077	146
ENST00000408042	4640	158	4179	303
ENST00000430046	4921	56	2433	2432
ENST00000417934	4017	458	1722	1837
ENST00000401815	3534	72	1683	1779
ENST00000419275	755	50	495	210
ENST00000397333	4702	23	2001	2678
ENST00000404158	5776	418	1905	3453
ENST00000408946	1207	133	615	459
ENST00000407315	2076	141	1734	201
ENST00000410020	6775	144	6360	271
ENST00000420353	6660	125	1452	5083
ENST00000398073	4785	294	816	3675
ENST00000399138	3159	416	1185	1558
ENST00000400457	9039	734	4023	4282
ENST00000410053	3524	544	2727	253
ENST00000409150	6172	67	1254	4851
ENST00000405322	2760	160	1956	644
ENST00000402905	5938	321	2178	3439
ENST00000398138	1698	146	954	598
ENST00000419982	1165	259	867	39
ENST00000400256	5724	187	2229	3308
ENST00000418265	4868	61	996	3811
ENST00000401393	5991	224	4671	1096
ENST00000402510	7824	0	5130	2694
ENST00000399892	1851	111	1266	474
ENST00000426726	2005	232	1341	432
ENST00000427197	3488	56	1098	2334
ENST00000400017	4061	115	3861	85
ENST00000412055	3775	144	2946	685
ENST00000408999	7212	122	5277	1813
ENST00000432763	3678	143	3264	271
ENST00000423537	3557	270	1209	2078
ENST00000430325	1816	48	924	844
ENST00000403581	2279	609	1236	434
ENST00000409874	4788	54	4149	585
ENST00000426950	1179	46	945	188
ENST00000432328	1862	263	1299	300
ENST00000400384	4763	1027	1764	1972
ENST00000399881	3692	37	3450	205
ENST00000420450	2959	214	1467	1278
ENST00000397885	2187	61	1947	179
ENST00000399080	3724	24	3480	220
ENST00000409672	9768	347	5934	3487
ENST00000422053	1533	317	1158	58
ENST00000407886	866	253	390	223
ENST00000423538	3662	329	969	2364
ENST00000421743	3311	160	909	2242
ENST00000398485	2838	54	1605	1179
ENST00000408923	2323	101	1701	521
ENST00000410009	1866	40	987	839
ENST00000433389	3768	145	2046	1577
ENST00000432564	4769	505	1041	3223
ENST00000402142	10002	0	6672	3330
ENST00000406610	8492	525	3618	4349
ENST00000411646	490	47	288	155
ENST00000416321	1155	3	885	267
ENST00000409858	3349	16	1524	1809
ENST00000419421	1373	86	1269	18
ENST00000426005	981	44	936	1
ENST00000429828	3292	383	2637	272
ENST00000432829	7448	112	6300	1036
ENST00000401827	6961	556	1449	4956
ENST00000429566	1035	66	942	27
ENST00000413369	2823	109	2523	191
ENST00000412770	3984	589	2646	749
ENST00000432176	13178	234	1566	11378
ENST00000430121	3389	332	1728	1329
ENST00000400897	2455	32	2061	362
ENST00000423516	2075	80	1896	99
ENST00000399295	1074	370	177	527
ENST00000424127	4745	52	1764	2929
ENST00000406846	2762	98	2088	576
ENST00000424789	11721	4	5973	5744
ENST00000409296	3564	130	3048	386
ENST00000397668	2542	103	2160	279
ENST00000420428	3820	157	1461	2202
ENST00000424486	1755	311	405	1039
ENST00000421999	4302	118	840	3344
ENST00000419098	2346	164	1758	424
ENST00000404459	2676	95	1197	1384
ENST00000416007	1603	49	1035	519
ENST00000398718	249	0	249	0
ENST00000424296	6317	67	5736	514
ENST00000410023	5183	358	1710	3115
ENST00000398339	2551	130	2322	99
ENST00000420911	2587	17	2334	236
ENST00000408964	6200	51	5955	194
ENST00000415041	1593	0	1593	0
ENST00000420323	13105	261	12798	46
ENST00000427159	3551	638	2544	369
ENST00000401950	8987	323	3597	5067
ENST00000401500	4727	75	4572	80
ENST00000422318	1877	120	1674	83
ENST00000408957	6675	675	1776	4224
ENST00000426508	5232	326	4389	517
ENST00000423302	6129	153	2739	3237
ENST00000416044	370	24	309	37
ENST00000400900	1469	416	495	558
ENST00000430805	3179	367	1671	1141
ENST00000403660	1982	210	903	869
